temperature_C,day,ac_count,ac_hours,fridge_count,fridge_hours,tv_count,tv_hours,light_count,light_hours,fan_count,fan_hours,ac_kwh,fridge_kwh,tv_kwh,light_kwh,fan_kwh,total_kwh
27.6,Thursday,1,3.84,1,22.4,1,3.2,2,2.4,2,8.7,5.38,3.36,0.32,0.29,0.87,10.31
30.4,Sunday,1,2.96,1,20.3,1,3.0,3,5.1,2,7.5,4.31,3.04,0.3,0.92,0.75,9.29
41.6,Tuesday,2,5.88,1,20.2,1,1.6,6,3.5,1,10.8,17.78,3.03,0.16,1.26,0.54,22.55
20.7,Thursday,2,3.47,1,18.9,1,1.6,3,4.4,0,4.5,4.86,2.83,0.16,0.79,0.0,9.03
33.4,Monday,0,0.0,1,23.3,1,2.5,5,9.6,2,5.1,0.0,3.5,0.25,2.88,0.51,7.17
21.9,Sunday,2,3.48,1,21.5,1,3.9,2,2.5,1,4.2,4.87,3.22,0.39,0.3,0.21,9.18
27.6,Thursday,0,0.0,1,20.8,1,2.6,4,4.1,2,4.2,0.0,3.12,0.26,0.98,0.42,4.73
35.4,Tuesday,1,4.89,1,20.4,1,1.5,4,3.0,1,8.8,10.55,3.06,0.15,0.72,0.44,14.92
30.3,Thursday,1,3.81,1,19.0,1,2.9,6,12.6,2,3.8,5.49,2.85,0.29,4.54,0.38,13.57
24.6,Friday,0,0.0,1,21.0,1,3.0,5,2.1,1,4.9,0.0,3.15,0.3,0.63,0.25,4.29
26.4,Wednesday,1,3.49,1,19.9,1,1.5,4,9.5,1,8.5,4.89,2.98,0.15,2.28,0.43,10.62
33.4,Monday,0,0.0,1,20.1,1,1.8,5,6.6,2,6.8,0.0,3.02,0.18,1.98,0.68,6.19
26.3,Friday,0,0.0,1,21.3,1,3.7,2,1.3,1,4.0,0.0,3.2,0.37,0.16,0.2,3.98
31.1,Friday,1,4.22,1,20.4,1,1.8,4,7.6,2,5.8,6.56,3.06,0.18,1.82,0.58,11.96
30.2,Tuesday,1,5.38,1,20.0,1,3.8,2,3.3,3,2.6,7.68,3.0,0.38,0.4,0.39,11.87
26.7,Wednesday,2,4.63,1,22.2,1,1.5,3,4.8,2,5.6,6.48,3.33,0.15,0.86,0.56,11.16
40.7,Wednesday,1,4.92,1,18.8,1,1.5,3,5.4,2,6.2,14.26,2.82,0.15,0.97,0.62,18.69
33.2,Saturday,1,3.27,1,17.5,2,3.0,5,7.2,1,6.3,6.05,2.62,0.6,2.16,0.32,11.77
19.9,Sunday,1,3.84,1,18.8,1,2.2,4,6.6,1,9.8,5.38,2.82,0.22,1.58,0.49,10.57
30.9,Monday,0,0.0,1,20.2,1,2.5,5,11.2,3,7.5,0.0,3.03,0.25,3.36,1.12,7.38
26.7,Sunday,0,0.0,1,21.0,1,3.2,4,5.9,2,3.7,0.0,3.15,0.32,1.42,0.37,5.52
34.3,Tuesday,1,3.02,1,18.9,1,2.4,2,3.8,2,6.2,6.05,2.83,0.24,0.46,0.62,10.1
26.0,Monday,1,4.24,1,24.0,1,2.1,5,0.0,2,5.9,5.94,3.6,0.21,0.0,0.59,10.31
29.4,Saturday,1,6.78,1,20.3,1,3.5,5,7.7,2,9.7,9.49,3.04,0.35,2.31,0.97,16.39
32.5,Thursday,1,3.81,1,20.2,1,3.2,6,16.0,0,5.1,6.66,3.03,0.32,5.76,0.0,16.03
34.3,Friday,1,5.21,1,18.1,1,3.0,4,0.6,2,6.3,10.42,2.72,0.3,0.14,0.63,14.12
24.0,Monday,0,0.0,1,17.8,0,3.0,5,13.3,2,6.5,0.0,2.67,0.0,3.99,0.65,7.47
28.3,Sunday,0,0.0,1,17.3,1,2.2,5,9.1,2,3.9,0.0,2.6,0.22,2.73,0.39,5.96
27.6,Friday,2,1.56,1,22.1,1,2.0,2,0.4,3,3.0,2.18,3.32,0.2,0.05,0.45,6.6
26.7,Tuesday,1,4.57,1,21.8,1,2.7,2,2.7,1,5.5,6.4,3.27,0.27,0.32,0.28,10.44
38.8,Sunday,2,4.96,1,20.0,1,2.2,2,3.2,1,7.3,13.05,3.0,0.22,0.38,0.36,17.26
32.0,Thursday,0,0.0,1,18.2,1,3.0,3,5.8,3,3.4,0.0,2.73,0.3,1.04,0.51,4.49
23.7,Tuesday,2,3.71,1,19.6,1,2.6,4,4.2,2,5.8,5.19,2.94,0.26,1.01,0.58,9.82
34.6,Thursday,1,5.84,1,22.1,1,3.0,6,10.8,2,4.7,11.94,3.32,0.3,3.89,0.47,19.87
40.6,Thursday,0,0.0,1,19.2,1,2.9,4,9.0,1,2.1,0.0,2.88,0.29,2.16,0.11,5.19
35.2,Friday,2,7.06,1,18.6,1,4.8,5,9.6,1,6.5,15.02,2.79,0.48,2.88,0.32,21.35
22.4,Tuesday,1,4.17,1,19.4,1,1.6,5,10.6,2,6.8,5.84,2.91,0.16,3.18,0.68,12.72
27.6,Tuesday,1,4.97,1,19.6,1,2.8,3,3.1,1,7.3,6.96,2.94,0.28,0.56,0.36,11.06
36.3,Monday,0,0.0,1,21.1,2,1.9,2,3.6,2,7.6,0.0,3.16,0.38,0.43,0.76,4.87
26.5,Sunday,1,4.18,1,16.7,1,2.5,4,11.5,3,5.8,5.85,2.5,0.25,2.76,0.87,12.35
32.2,Tuesday,2,2.5,1,20.3,1,2.2,5,3.1,2,6.8,4.27,3.04,0.22,0.93,0.68,9.13
33.9,Monday,1,3.83,1,19.0,1,3.6,6,9.7,1,6.4,7.45,2.85,0.36,3.49,0.32,14.21
25.4,Wednesday,1,4.81,1,19.2,1,1.5,3,1.8,2,0.9,6.73,2.88,0.15,0.32,0.09,9.85
29.7,Wednesday,0,0.0,1,21.1,1,3.8,6,13.0,1,3.0,0.0,3.16,0.38,4.68,0.15,8.29
15.0,Wednesday,1,2.13,1,18.0,1,3.5,3,0.0,1,4.5,2.98,2.7,0.35,0.0,0.22,6.12
24.9,Saturday,1,3.11,1,20.3,1,5.1,5,4.8,0,6.1,4.35,3.04,0.51,1.44,0.0,9.25
28.7,Tuesday,1,3.35,1,20.7,1,4.8,4,11.5,1,6.5,4.69,3.1,0.48,2.76,0.32,11.59
23.8,Saturday,1,3.63,1,20.9,1,2.2,2,2.0,3,7.3,5.08,3.14,0.22,0.24,1.1,9.69
38.2,Sunday,0,0.0,1,21.1,1,4.2,2,2.6,1,7.3,0.0,3.16,0.42,0.31,0.36,4.12
22.8,Tuesday,2,4.86,1,20.9,1,2.7,1,2.2,1,6.4,6.8,3.14,0.27,0.13,0.32,10.66
27.8,Monday,1,4.19,1,21.1,1,3.3,3,3.7,3,7.0,5.87,3.16,0.33,0.67,1.05,11.0
30.7,Saturday,1,2.75,1,18.7,1,4.7,5,0.0,0,9.1,4.12,2.8,0.47,0.0,0.0,7.48
37.2,Saturday,1,6.55,1,22.0,1,2.2,2,1.2,2,6.8,15.77,3.3,0.22,0.14,0.68,20.15
22.8,Sunday,1,3.54,1,18.2,1,3.1,4,8.8,1,5.9,4.96,2.73,0.31,2.11,0.3,10.69
35.8,Saturday,1,5.21,1,20.6,1,1.1,3,6.9,0,6.9,11.52,3.09,0.11,1.24,0.0,15.92
30.1,Thursday,2,4.49,1,19.0,2,3.9,5,0.0,3,7.6,6.35,2.85,0.78,0.0,1.14,11.41
25.1,Monday,1,4.16,1,17.4,1,5.1,5,3.5,1,9.1,5.82,2.61,0.51,1.05,0.46,10.55
32.3,Wednesday,2,3.97,1,19.1,1,3.6,5,4.4,2,3.8,6.84,2.86,0.36,1.32,0.38,11.84
31.0,Monday,1,4.59,1,19.8,1,4.4,4,4.3,1,2.7,7.07,2.97,0.44,1.03,0.14,11.35
27.0,Thursday,0,0.0,1,22.1,1,4.1,3,2.1,1,6.4,0.0,3.32,0.41,0.38,0.32,4.11
30.3,Sunday,1,4.56,1,22.7,1,2.3,5,7.0,0,3.1,6.57,3.4,0.23,2.1,0.0,12.06
28.1,Sunday,1,3.82,1,19.8,1,3.3,2,1.9,1,5.5,5.35,2.97,0.33,0.23,0.28,9.19
30.6,Tuesday,1,3.9,1,17.9,1,3.5,3,3.1,1,9.6,5.79,2.68,0.35,0.56,0.48,9.97
33.3,Monday,2,2.81,1,18.0,1,1.8,2,1.2,2,6.0,5.23,2.7,0.18,0.14,0.6,8.93
37.9,Sunday,1,4.79,1,21.2,1,4.4,5,9.3,2,6.0,12.01,3.18,0.44,2.79,0.6,19.03
23.8,Saturday,2,3.87,1,21.1,1,2.5,5,2.0,1,5.2,5.42,3.16,0.25,0.6,0.26,9.83
40.7,Sunday,1,7.33,1,19.1,1,2.8,5,7.9,2,9.0,21.24,2.86,0.28,2.37,0.9,27.83
20.2,Sunday,1,3.78,1,18.2,1,2.7,4,8.0,3,6.8,5.29,2.73,0.27,1.92,1.02,11.18
29.2,Sunday,1,3.35,1,21.5,1,3.0,2,5.3,3,5.1,4.69,3.22,0.3,0.64,0.76,9.69
32.9,Sunday,1,3.28,1,18.2,2,5.9,6,10.0,2,9.0,5.92,2.73,1.18,3.6,0.9,14.39
31.4,Wednesday,2,4.56,1,19.3,1,2.4,4,5.9,3,6.4,7.27,2.9,0.24,1.42,0.96,12.91
26.9,Wednesday,1,3.18,1,20.7,1,1.5,4,0.8,1,5.2,4.45,3.1,0.15,0.19,0.26,8.2
29.0,Tuesday,0,0.0,1,17.0,0,3.2,4,9.3,1,1.8,0.0,2.55,0.0,2.23,0.09,4.91
27.5,Sunday,1,3.22,1,21.4,1,2.1,2,2.9,2,6.3,4.51,3.21,0.21,0.35,0.63,8.82
27.1,Monday,1,3.61,1,23.6,0,2.6,2,3.1,2,5.1,5.05,3.54,0.0,0.37,0.51,9.5
34.2,Thursday,0,0.0,1,20.2,1,3.6,4,6.4,2,5.4,0.0,3.03,0.36,1.54,0.54,5.42
31.8,Tuesday,0,0.0,1,19.9,1,1.9,3,4.2,2,5.3,0.0,2.98,0.19,0.76,0.53,4.3
26.5,Monday,1,5.14,1,20.1,1,2.6,3,4.0,3,2.3,7.2,3.02,0.26,0.72,0.34,11.58
34.5,Sunday,1,4.29,1,20.3,1,3.3,6,6.5,2,11.1,8.71,3.04,0.33,2.34,1.11,15.38
31.5,Friday,1,3.6,1,18.9,1,2.2,4,7.3,2,4.6,5.8,2.83,0.22,1.75,0.46,11.05
34.1,Sunday,1,5.48,1,18.3,1,3.0,4,1.3,2,7.3,10.81,2.74,0.3,0.31,0.73,14.84
33.1,Wednesday,0,0.0,1,19.5,1,3.3,5,1.6,1,5.6,0.0,2.92,0.33,0.48,0.28,3.93
25.9,Thursday,1,2.83,1,20.2,2,2.9,6,4.6,1,0.5,3.96,3.03,0.58,1.66,0.02,9.46
27.2,Saturday,1,2.44,1,18.5,1,3.2,2,4.3,1,5.7,3.42,2.78,0.32,0.52,0.29,7.58
33.7,Thursday,1,5.23,1,18.0,1,3.4,5,8.2,2,6.2,10.03,2.7,0.34,2.46,0.62,16.11
33.1,Saturday,1,5.25,1,19.3,1,2.3,4,3.6,0,4.9,9.63,2.9,0.23,0.86,0.0,13.77
29.9,Thursday,1,3.72,1,18.0,1,1.5,2,1.6,2,8.9,5.21,2.7,0.15,0.19,0.89,8.9
30.6,Wednesday,0,0.0,1,21.0,0,2.0,3,3.8,1,9.6,0.0,3.15,0.0,0.68,0.48,4.13
36.4,Saturday,0,0.0,1,14.8,1,1.8,4,6.4,2,6.6,0.0,2.22,0.18,1.54,0.66,4.59
27.0,Monday,0,0.0,1,18.2,1,4.2,5,11.2,1,6.8,0.0,2.73,0.42,3.36,0.34,6.69
32.7,Saturday,2,3.33,1,22.1,1,1.3,3,8.1,1,3.7,5.92,3.32,0.13,1.46,0.19,11.08
29.0,Tuesday,1,2.98,1,19.7,1,3.6,4,5.0,3,3.7,4.17,2.95,0.36,1.2,0.56,9.28
28.9,Monday,1,3.55,1,20.3,1,2.3,5,14.0,2,4.7,4.97,3.04,0.23,4.2,0.47,12.9
35.5,Tuesday,1,4.14,1,19.8,1,4.0,4,5.5,3,10.0,8.99,2.97,0.4,1.32,1.5,15.54
34.1,Sunday,1,5.78,1,19.1,2,2.6,6,9.2,3,4.9,11.41,2.86,0.52,3.31,0.74,18.9
34.1,Thursday,1,4.82,1,21.6,1,3.0,6,11.9,1,8.6,9.52,3.24,0.3,4.28,0.43,17.86
36.5,Monday,1,3.79,1,19.1,1,3.5,4,8.3,1,4.6,8.76,2.86,0.35,1.99,0.23,14.26
30.1,Thursday,0,0.0,1,18.8,1,4.3,6,14.3,3,4.1,0.0,2.82,0.43,5.15,0.62,8.88
33.4,Sunday,1,3.96,1,21.0,1,2.4,2,1.0,3,5.0,7.42,3.15,0.24,0.12,0.75,11.97
28.4,Friday,1,3.22,1,17.1,1,2.4,1,1.4,2,4.9,4.51,2.56,0.24,0.08,0.49,7.67
31.6,Thursday,1,4.2,1,19.6,1,3.5,3,6.5,2,4.5,6.82,2.94,0.35,1.17,0.45,11.77
29.3,Sunday,1,3.91,1,19.2,1,1.4,4,2.5,2,9.1,5.47,2.88,0.14,0.6,0.91,10.11
30.5,Thursday,1,3.4,1,19.5,1,1.3,4,0.3,1,5.9,5.0,2.92,0.13,0.07,0.3,8.57
33.0,Sunday,1,3.55,1,19.3,1,3.4,4,1.4,2,5.6,6.46,2.9,0.34,0.34,0.56,10.55
25.9,Tuesday,1,4.61,1,20.6,0,3.7,2,2.5,2,6.1,6.45,3.09,0.0,0.3,0.61,10.56
40.5,Sunday,2,5.53,1,21.6,1,3.3,2,5.4,2,7.8,15.87,3.24,0.33,0.65,0.78,20.71
25.0,Saturday,1,4.65,1,20.7,0,2.9,6,2.0,0,6.1,6.51,3.1,0.0,0.72,0.0,10.58
23.9,Friday,1,3.41,1,19.5,1,2.5,6,3.3,1,6.6,4.77,2.92,0.25,1.19,0.33,9.44
35.8,Thursday,1,3.37,1,20.9,1,4.6,5,5.0,1,8.0,7.46,3.14,0.46,1.5,0.4,12.89
34.0,Sunday,2,3.84,1,21.1,1,4.7,5,3.4,1,3.9,7.53,3.16,0.47,1.02,0.2,12.28
33.1,Sunday,1,5.54,1,20.5,1,3.1,4,2.2,3,4.3,10.17,3.08,0.31,0.53,0.64,14.77
33.1,Thursday,1,2.64,1,21.6,2,2.3,3,0.0,0,6.2,4.85,3.24,0.46,0.0,0.0,8.31
29.9,Friday,1,5.65,1,16.5,1,2.0,4,3.9,1,4.6,7.91,2.48,0.2,0.94,0.23,11.89
25.5,Friday,1,2.75,1,20.0,1,3.4,5,13.2,1,5.5,3.85,3.0,0.34,3.96,0.28,11.34
30.4,Sunday,2,5.01,1,20.5,1,1.8,4,6.8,2,3.8,7.29,3.08,0.18,1.63,0.38,12.76
26.6,Monday,0,0.0,1,17.8,2,1.8,1,2.1,2,4.3,0.0,2.67,0.36,0.13,0.43,3.4
34.9,Tuesday,0,0.0,1,20.3,1,2.5,6,5.6,1,8.2,0.0,3.04,0.25,2.02,0.41,5.74
29.3,Friday,2,1.99,1,21.4,1,3.5,5,3.9,1,5.3,2.79,3.21,0.35,1.17,0.26,7.86
25.9,Friday,1,5.61,1,19.7,0,4.5,3,5.0,1,5.1,7.85,2.95,0.0,0.9,0.26,12.06
28.4,Wednesday,1,4.61,1,21.0,0,3.3,4,5.6,2,4.3,6.45,3.15,0.0,1.34,0.43,11.29
32.1,Saturday,1,5.01,1,21.5,1,3.5,6,7.8,1,4.2,8.48,3.22,0.35,2.81,0.21,14.88
27.2,Friday,0,0.0,1,22.0,1,4.0,2,4.9,3,3.9,0.0,3.3,0.4,0.59,0.58,4.8
25.9,Tuesday,1,2.94,1,21.7,1,3.9,4,3.2,2,3.4,4.12,3.26,0.39,0.77,0.34,9.05
31.2,Saturday,1,5.08,1,22.0,2,2.4,4,2.8,1,4.6,7.96,3.3,0.48,0.67,0.23,12.95
31.2,Saturday,1,2.98,1,19.3,1,3.9,4,7.6,2,5.8,4.67,2.9,0.39,1.82,0.58,10.12
27.5,Thursday,1,3.79,1,19.4,1,4.0,5,9.1,1,7.3,5.31,2.91,0.4,2.73,0.36,11.6
27.6,Thursday,2,2.73,1,16.3,2,3.3,3,1.9,2,5.8,3.82,2.44,0.66,0.34,0.58,7.58
31.2,Thursday,0,0.0,1,18.4,1,3.1,2,2.8,1,4.0,0.0,2.76,0.31,0.34,0.2,3.53
22.8,Thursday,2,1.87,1,21.8,1,3.6,2,0.3,2,4.9,2.62,3.27,0.36,0.04,0.49,6.68
23.0,Wednesday,1,2.27,1,19.1,1,3.5,1,1.5,2,4.8,3.18,2.86,0.35,0.09,0.48,6.78
26.4,Friday,1,3.04,1,20.6,0,1.1,4,4.1,3,4.7,4.26,3.09,0.0,0.98,0.7,9.28
28.9,Thursday,2,4.7,1,20.4,1,3.4,5,5.8,1,5.2,6.58,3.06,0.34,1.74,0.26,12.15
31.6,Sunday,1,3.72,1,21.9,1,4.2,3,1.7,1,7.8,6.04,3.28,0.42,0.31,0.39,10.48
37.4,Monday,1,5.92,1,17.0,1,4.0,4,8.5,2,7.3,14.42,2.55,0.4,2.04,0.73,20.12
34.3,Thursday,1,6.19,1,20.5,1,3.4,5,7.5,3,9.2,12.4,3.08,0.34,2.25,1.38,19.58
29.2,Friday,1,3.78,1,20.5,1,3.1,3,6.0,3,4.2,5.29,3.08,0.31,1.08,0.63,10.24
29.9,Thursday,1,2.62,1,18.7,1,2.6,4,5.1,1,3.8,3.67,2.8,0.26,1.22,0.19,8.18
25.0,Wednesday,2,4.67,1,21.4,1,2.9,5,10.6,1,5.3,6.54,3.21,0.29,3.18,0.26,13.39
29.9,Tuesday,1,2.55,1,17.9,1,3.7,4,0.4,2,8.3,3.57,2.68,0.37,0.1,0.83,7.9
28.6,Tuesday,1,3.13,1,21.6,1,3.4,3,4.0,1,1.8,4.38,3.24,0.34,0.72,0.09,8.57
31.6,Friday,1,2.46,1,16.8,0,3.9,4,8.5,1,6.2,3.99,2.52,0.0,2.04,0.31,8.82
25.9,Sunday,0,0.0,1,18.6,1,2.5,6,0.1,1,5.3,0.0,2.79,0.25,0.04,0.26,3.15
32.6,Tuesday,0,0.0,1,19.8,1,4.1,4,5.7,2,7.2,0.0,2.97,0.41,1.37,0.72,5.58
37.7,Tuesday,1,6.71,1,20.3,1,2.4,3,5.2,3,6.8,16.62,3.04,0.24,0.94,1.02,21.97
29.5,Monday,1,3.67,1,17.2,0,3.2,4,4.3,3,7.2,5.14,2.58,0.0,1.03,1.08,9.73
32.0,Friday,1,3.43,1,21.6,1,2.4,2,4.0,1,7.0,5.76,3.24,0.24,0.48,0.35,9.88
33.5,Sunday,2,3.86,1,21.1,1,2.9,4,8.0,2,11.6,7.29,3.16,0.29,1.92,1.16,13.76
28.0,Friday,0,0.0,1,22.9,0,5.0,3,2.8,3,9.6,0.0,3.43,0.0,0.5,1.44,5.27
31.1,Tuesday,1,5.77,1,21.1,2,3.5,2,2.2,1,7.7,8.97,3.16,0.7,0.26,0.38,13.48
30.1,Tuesday,1,7.69,1,18.9,0,3.2,4,2.2,2,5.0,10.88,2.83,0.0,0.53,0.5,14.98
30.5,Tuesday,1,3.44,1,18.4,1,4.4,1,1.5,2,5.2,5.06,2.76,0.44,0.09,0.52,8.97
26.1,Saturday,0,0.0,1,19.4,0,0.4,4,5.9,1,8.3,0.0,2.91,0.0,1.42,0.42,4.86
30.1,Wednesday,2,4.01,1,23.3,1,2.8,2,2.7,2,8.4,5.67,3.5,0.28,0.32,0.84,10.61
32.5,Thursday,1,4.84,1,20.1,0,2.5,1,1.4,1,4.3,8.48,3.02,0.0,0.08,0.22,12.2
37.3,Wednesday,2,6.0,1,20.1,1,2.1,5,3.8,2,2.0,14.53,3.02,0.21,1.14,0.2,19.12
34.8,Friday,1,3.25,1,22.1,1,1.5,6,2.3,1,2.3,6.73,3.32,0.15,0.83,0.12,11.26
40.8,Monday,2,4.42,1,18.3,1,2.8,3,4.9,1,8.3,12.88,2.74,0.28,0.88,0.42,17.36
26.2,Thursday,1,5.02,1,20.8,1,3.7,4,4.8,1,8.7,7.03,3.12,0.37,1.15,0.44,12.1
34.4,Monday,2,5.09,1,20.8,0,2.9,3,1.9,3,6.0,10.27,3.12,0.0,0.34,0.9,14.66
30.9,Sunday,0,0.0,1,21.4,1,3.8,4,3.4,2,6.6,0.0,3.21,0.38,0.82,0.66,4.98
40.9,Saturday,1,5.67,1,21.3,0,3.1,4,7.8,2,9.6,16.59,3.2,0.0,1.87,0.96,22.62
26.0,Friday,2,4.42,1,19.9,2,4.2,3,5.7,2,10.0,6.19,2.98,0.84,1.03,1.0,12.26
25.8,Saturday,0,0.0,1,17.9,0,2.5,5,8.9,2,7.4,0.0,2.68,0.0,2.67,0.74,6.26
27.0,Friday,0,0.0,1,19.2,1,1.1,2,2.6,1,6.0,0.0,2.88,0.11,0.31,0.3,3.7
19.4,Monday,1,3.27,1,21.3,1,1.4,2,1.8,2,5.1,4.58,3.2,0.14,0.22,0.51,8.79
27.4,Monday,2,4.3,1,22.8,1,2.5,5,11.1,1,5.4,6.02,3.42,0.25,3.33,0.27,13.28
26.2,Monday,1,3.79,1,18.2,1,2.1,5,5.6,1,4.5,5.31,2.73,0.21,1.68,0.22,10.29
30.8,Friday,1,3.44,1,18.1,1,2.4,4,6.1,2,7.3,5.21,2.72,0.24,1.46,0.73,10.34
31.7,Tuesday,0,0.0,1,17.6,1,4.1,4,3.1,1,5.7,0.0,2.64,0.41,0.74,0.29,3.83
39.4,Monday,0,0.0,1,18.8,2,1.5,4,4.7,1,4.4,0.0,2.82,0.3,1.13,0.22,4.74
34.8,Saturday,2,2.61,1,21.4,1,4.5,4,0.0,2,8.3,5.4,3.21,0.45,0.0,0.83,9.86
27.1,Sunday,0,0.0,1,22.0,1,2.2,3,2.7,2,7.1,0.0,3.3,0.22,0.49,0.71,4.88
25.5,Thursday,1,4.7,1,16.9,1,1.8,4,1.3,2,6.5,6.58,2.53,0.18,0.31,0.65,10.2
32.5,Friday,2,4.95,1,18.2,1,2.9,4,5.9,2,5.7,8.66,2.73,0.29,1.42,0.57,13.27
23.4,Saturday,1,4.44,1,17.9,1,4.5,5,4.7,2,6.9,6.22,2.68,0.45,1.41,0.69,11.44
39.2,Wednesday,1,4.68,1,18.7,1,2.3,5,5.7,2,5.3,12.58,2.8,0.23,1.71,0.53,17.57
35.9,Sunday,0,0.0,1,19.7,1,2.4,3,8.3,1,11.5,0.0,2.95,0.24,1.49,0.58,5.37
27.7,Wednesday,1,4.92,1,19.4,1,2.5,4,2.6,1,10.6,6.89,2.91,0.25,0.62,0.53,11.17
21.4,Thursday,0,0.0,1,20.8,1,4.2,3,4.2,2,4.4,0.0,3.12,0.42,0.76,0.44,4.92
36.8,Tuesday,1,3.42,1,17.1,2,2.6,4,5.9,1,5.5,8.05,2.56,0.52,1.42,0.28,12.86
29.4,Monday,1,4.57,1,19.2,1,3.4,4,2.8,3,4.2,6.4,2.88,0.34,0.67,0.63,10.77
36.2,Friday,1,5.15,1,22.0,1,3.1,6,12.4,2,2.2,11.68,3.3,0.31,4.46,0.22,20.07
22.0,Saturday,1,4.34,1,22.1,1,2.9,5,12.2,1,9.4,6.08,3.32,0.29,3.66,0.47,13.59
27.0,Monday,0,0.0,1,22.5,1,2.5,6,12.8,0,5.7,0.0,3.38,0.25,4.61,0.0,8.19
30.0,Saturday,1,4.06,1,20.6,0,5.0,5,3.5,0,3.8,5.68,3.09,0.0,1.05,0.0,9.54
30.2,Friday,1,3.0,1,19.0,0,5.8,6,5.2,1,2.5,4.28,2.85,0.0,1.87,0.12,9.17
27.7,Wednesday,1,4.83,1,20.3,0,2.1,4,0.0,1,6.4,6.76,3.04,0.0,0.0,0.32,10.16
33.1,Monday,0,0.0,1,23.8,1,1.9,6,7.3,2,6.7,0.0,3.57,0.19,2.63,0.67,7.08
24.7,Thursday,1,4.21,1,19.2,1,3.0,2,2.5,3,6.8,5.89,2.88,0.3,0.3,1.02,10.25
29.3,Tuesday,0,0.0,1,22.7,1,0.7,2,3.7,2,8.1,0.0,3.4,0.07,0.44,0.81,4.92
30.6,Thursday,1,3.42,1,16.3,1,3.0,4,10.0,1,7.8,5.08,2.44,0.3,2.4,0.39,10.75
32.6,Tuesday,1,3.92,1,20.9,2,5.0,6,3.0,1,3.4,6.92,3.14,1.0,1.08,0.17,12.35
33.6,Sunday,1,3.51,1,21.0,1,2.4,4,5.7,2,3.8,6.68,3.15,0.24,1.37,0.38,11.73
24.4,Saturday,1,3.56,1,20.6,1,4.1,3,3.5,2,7.9,4.98,3.09,0.41,0.63,0.79,9.85
22.3,Monday,2,2.88,1,20.7,1,4.5,4,4.9,2,4.8,4.03,3.1,0.45,1.18,0.48,9.24
36.4,Monday,2,3.06,1,20.8,1,2.1,4,9.5,3,3.1,7.02,3.12,0.21,2.28,0.47,12.93
31.7,Sunday,0,0.0,1,20.9,0,3.2,3,4.2,2,3.3,0.0,3.14,0.0,0.76,0.33,4.36
26.3,Tuesday,1,4.31,1,19.5,1,3.4,5,8.5,2,7.9,6.03,2.92,0.34,2.55,0.79,12.82
37.8,Wednesday,0,0.0,1,19.6,1,3.7,6,9.9,1,7.8,0.0,2.94,0.37,3.56,0.39,7.52
30.6,Friday,1,3.75,1,18.0,1,3.8,6,8.9,2,6.3,5.56,2.7,0.38,3.2,0.63,12.42
35.9,Thursday,1,2.44,1,21.1,0,4.1,3,2.5,1,4.1,5.44,3.16,0.0,0.45,0.2,9.46
30.3,Sunday,1,5.04,1,22.0,1,2.2,3,7.7,2,5.9,7.27,3.3,0.22,1.39,0.59,12.99
40.3,Saturday,1,6.14,1,22.6,1,3.2,3,3.9,2,5.7,17.46,3.39,0.32,0.7,0.57,22.35
38.8,Sunday,1,6.25,1,18.8,1,4.5,3,5.1,1,5.1,16.45,2.82,0.45,0.92,0.26,20.75
28.8,Thursday,1,5.56,1,17.4,1,4.6,2,3.0,1,7.4,7.78,2.61,0.46,0.36,0.37,11.74
34.9,Thursday,0,0.0,1,20.6,1,3.2,5,0.0,0,5.0,0.0,3.09,0.32,0.0,0.0,3.33
33.2,Saturday,1,3.34,1,18.3,1,2.5,3,1.9,0,7.1,6.18,2.74,0.25,0.34,0.0,9.4
36.8,Saturday,1,6.52,1,20.9,1,4.0,6,8.5,0,6.7,15.34,3.14,0.4,3.06,0.0,22.06
25.2,Monday,1,3.47,1,16.7,0,3.5,6,4.6,1,3.1,4.86,2.5,0.0,1.66,0.16,8.97
33.4,Thursday,1,5.32,1,21.6,1,3.5,1,1.6,1,10.0,9.98,3.24,0.35,0.1,0.5,14.1
35.3,Friday,1,4.88,1,20.2,1,3.8,6,4.4,1,7.2,10.45,3.03,0.38,1.58,0.36,15.52
21.2,Friday,1,2.62,1,17.1,2,2.0,5,6.7,3,2.8,3.67,2.56,0.4,2.01,0.42,8.93
24.1,Tuesday,0,0.0,1,20.5,1,3.8,4,0.8,1,3.1,0.0,3.08,0.38,0.19,0.16,3.71
19.8,Sunday,1,2.96,1,20.1,2,3.2,3,5.7,1,9.2,4.14,3.02,0.64,1.03,0.46,9.18
28.7,Saturday,2,5.94,1,20.8,1,4.1,4,6.5,2,6.4,8.32,3.12,0.41,1.56,0.64,13.99
33.6,Monday,2,3.6,1,21.2,0,3.0,3,5.0,3,7.1,6.85,3.18,0.0,0.9,1.06,11.68
37.5,Friday,1,3.56,1,16.4,2,3.6,4,5.1,2,6.8,8.72,2.46,0.72,1.22,0.68,13.65
30.4,Wednesday,1,3.5,1,19.3,0,3.5,2,1.7,1,8.2,5.1,2.9,0.0,0.2,0.41,8.81
38.1,Monday,0,0.0,1,19.9,1,2.5,4,9.5,2,8.3,0.0,2.98,0.25,2.28,0.83,6.38
23.1,Monday,2,2.19,1,19.6,1,2.1,3,7.3,2,4.2,3.07,2.94,0.21,1.31,0.42,7.87
